date,open,close,high,low,volume,amount
2026-01-15,,1.0,,,,
2026-01-16,,0.9999,,,,
2026-01-23,,1.0275,,,,
2026-01-30,,0.9827,,,,
2026-02-06,,0.969,,,,
2026-02-13,,1.0108,,,,
2026-02-27,,1.0505,,,,
2026-03-06,,0.9654,,,,
2026-03-13,,0.934,,,,
2026-03-20,,0.8911,,,,
2026-03-27,,0.9095,,,,
2026-04-03,,0.9465,,,,
2026-04-10,,1.0247,,,,
2026-04-13,,1.0201,,,,
2026-04-14,,1.0365,,,,
2026-04-15,,1.0154,,,,
2026-04-16,,1.0342,,,,
2026-04-17,,1.0746,,,,
2026-04-20,,1.0951,,,,
2026-04-21,,1.1106,,,,
2026-04-22,,1.1447,,,,
2026-04-23,,1.1142,,,,
2026-04-24,,1.0931,,,,
2026-04-27,,1.1229,,,,
2026-04-28,,1.1071,,,,
2026-04-29,,1.114,,,,
2026-04-30,,1.1306,,,,
2026-05-06,,1.1702,,,,
2026-05-07,,1.2146,,,,
2026-05-08,,1.2314,,,,
2026-05-11,,1.2598,,,,
2026-05-12,,1.2886,,,,
2026-05-13,,1.312,,,,
2026-05-14,,1.3048,,,,
2026-05-15,,1.2954,,,,
2026-05-18,,1.2921,,,,
2026-05-19,,1.3214,,,,
2026-05-20,,1.3654,,,,
2026-05-21,,1.2878,,,,
2026-05-22,,1.35,,,,
2026-05-25,,1.3577,,,,
2026-05-26,,1.3063,,,,
2026-05-27,,1.2639,,,,
2026-05-28,,1.3035,,,,
2026-05-29,,1.2098,,,,
2026-06-01,,1.1752,,,,
2026-06-02,,1.1976,,,,
2026-06-03,,1.2309,,,,
2026-06-04,,1.2553,,,,
2026-06-05,,1.2392,,,,
