date,open,close,high,low,volume,amount
2025-08-19,,1.0,,,,
2025-08-22,,1.0012,,,,
2025-08-29,,1.0027,,,,
2025-09-02,,1.0037,,,,
2025-09-03,,0.9921,,,,
2025-09-04,,0.9725,,,,
2025-09-05,,0.9893,,,,
2025-09-08,,1.0145,,,,
2025-09-09,,1.0006,,,,
2025-09-10,,1.0013,,,,
2025-09-11,,1.0241,,,,
2025-09-12,,1.0167,,,,
2025-09-15,,1.0188,,,,
2025-09-16,,1.0533,,,,
2025-09-17,,1.0707,,,,
2025-09-18,,1.0692,,,,
2025-09-19,,1.0452,,,,
2025-09-22,,1.0598,,,,
2025-09-23,,1.0467,,,,
2025-09-24,,1.0764,,,,
2025-09-25,,1.0788,,,,
2025-09-26,,1.045,,,,
2025-09-29,,1.0573,,,,
2025-09-30,,1.0664,,,,
2025-10-09,,1.0822,,,,
2025-10-10,,1.0495,,,,
2025-10-13,,1.0286,,,,
2025-10-14,,0.9895,,,,
2025-10-15,,1.0124,,,,
2025-10-16,,0.9941,,,,
2025-10-17,,0.9607,,,,
2025-10-20,,0.9735,,,,
2025-10-21,,0.9899,,,,
2025-10-22,,0.9906,,,,
2025-10-23,,0.9901,,,,
2025-10-24,,1.0043,,,,
2025-10-27,,1.0158,,,,
2025-10-28,,1.0137,,,,
2025-10-29,,1.0234,,,,
2025-10-30,,1.0083,,,,
2025-10-31,,1.0085,,,,
2025-11-03,,1.0062,,,,
2025-11-04,,0.9833,,,,
2025-11-05,,0.9778,,,,
2025-11-06,,0.9953,,,,
2025-11-07,,0.9786,,,,
2025-11-10,,0.9724,,,,
2025-11-11,,0.9648,,,,
2025-11-12,,0.9536,,,,
2025-11-13,,0.9603,,,,
2025-11-14,,0.9477,,,,
2025-11-17,,0.9503,,,,
2025-11-18,,0.9484,,,,
2025-11-19,,0.94,,,,
2025-11-20,,0.9314,,,,
2025-11-21,,0.9168,,,,
2025-11-24,,0.9265,,,,
2025-11-25,,0.9296,,,,
2025-11-26,,0.9288,,,,
2025-11-27,,0.9283,,,,
2025-11-28,,0.9349,,,,
2025-12-01,,0.9463,,,,
2025-12-02,,0.9328,,,,
2025-12-03,,0.9255,,,,
2025-12-04,,0.9425,,,,
2025-12-05,,0.9547,,,,
2025-12-08,,0.9641,,,,
2025-12-09,,0.9523,,,,
2025-12-10,,0.9572,,,,
2025-12-11,,0.9393,,,,
