date,open,close,high,low,volume,amount
2019-08-21,,1.0,,,,
2019-08-23,,1.0,,,,
2019-08-30,,0.9996,,,,
2019-09-06,,1.0088,,,,
2019-09-12,,1.0112,,,,
2019-09-20,,1.0074,,,,
2019-09-23,,0.9997,,,,
2019-09-24,,1.0019,,,,
2019-09-25,,0.9958,,,,
2019-09-26,,0.9896,,,,
2019-09-27,,0.9921,,,,
2019-09-30,,0.9833,,,,
2019-10-08,,0.9885,,,,
2019-10-09,,0.9897,,,,
2019-10-10,,0.997,,,,
2019-10-11,,1.0058,,,,
2019-10-14,,1.0158,,,,
2019-10-15,,1.0113,,,,
2019-10-16,,1.0081,,,,
2019-10-17,,1.0086,,,,
2019-10-18,,0.9952,,,,
2019-10-21,,0.9979,,,,
2019-10-22,,1.0015,,,,
2019-10-23,,0.9955,,,,
2019-10-24,,0.9953,,,,
2019-10-25,,1.0017,,,,
2019-10-28,,1.0088,,,,
2019-10-29,,1.0048,,,,
2019-10-30,,1.0002,,,,
2019-10-31,,0.9991,,,,
2019-11-01,,1.0149,,,,
2019-11-04,,1.0211,,,,
2019-11-05,,1.027,,,,
2019-11-06,,1.0226,,,,
2019-11-07,,1.0244,,,,
2019-11-08,,1.0199,,,,
2019-11-11,,1.0027,,,,
2019-11-12,,1.0029,,,,
2019-11-13,,1.002,,,,
2019-11-14,,1.0034,,,,
2019-11-15,,0.9965,,,,
2019-11-18,,1.0038,,,,
2019-11-19,,1.0133,,,,
2019-11-20,,1.0039,,,,
2019-11-21,,0.9995,,,,
2019-11-22,,0.9899,,,,
2019-11-25,,0.9967,,,,
2019-11-26,,0.9999,,,,
2019-11-27,,0.996,,,,
2019-11-28,,0.9927,,,,
2019-11-29,,0.9846,,,,
2019-12-02,,0.9863,,,,
2019-12-03,,0.9899,,,,
2019-12-04,,0.9896,,,,
2019-12-05,,0.9967,,,,
2019-12-06,,1.0023,,,,
2019-12-09,,1.0006,,,,
2019-12-10,,1.0018,,,,
2019-12-11,,1.0023,,,,
2019-12-12,,0.9994,,,,
2019-12-13,,1.018,,,,
2019-12-16,,1.0221,,,,
2019-12-17,,1.0353,,,,
2019-12-18,,1.0332,,,,
2019-12-19,,1.0317,,,,
2019-12-20,,1.0294,,,,
2019-12-23,,1.0171,,,,
2019-12-24,,1.0233,,,,
2019-12-25,,1.0228,,,,
2019-12-26,,1.031,,,,
2019-12-27,,1.03,,,,
2019-12-30,,1.0443,,,,
2019-12-31,,1.0479,,,,
2020-01-02,,1.0616,,,,
2020-01-03,,1.0597,,,,
2020-01-06,,1.0558,,,,
2020-01-07,,1.0636,,,,
2020-01-08,,1.0516,,,,
2020-01-09,,1.0627,,,,
2020-01-10,,1.0623,,,,
2020-01-13,,1.0721,,,,
2020-01-14,,1.0687,,,,
2020-01-15,,1.063,,,,
2020-01-16,,1.0587,,,,
2020-01-17,,1.0601,,,,
2020-01-20,,1.0675,,,,
2020-01-21,,1.0502,,,,
2020-01-22,,1.0544,,,,
