date,open,close,high,low,volume,amount
2025-08-20,,1.0,,,,
2025-08-22,,1.0052,,,,
2025-08-25,,1.0094,,,,
2025-08-26,,1.0083,,,,
2025-08-27,,1.0021,,,,
2025-08-28,,1.0427,,,,
2025-08-29,,1.0453,,,,
2025-09-01,,1.0524,,,,
2025-09-02,,0.9997,,,,
2025-09-03,,0.9917,,,,
2025-09-04,,0.9314,,,,
2025-09-05,,0.9711,,,,
2025-09-08,,0.9634,,,,
2025-09-09,,0.949,,,,
2025-09-10,,0.9602,,,,
2025-09-11,,1.0101,,,,
2025-09-12,,1.0101,,,,
2025-09-15,,1.0019,,,,
2025-09-16,,1.0089,,,,
2025-09-17,,1.0217,,,,
2025-09-18,,1.0141,,,,
2025-09-19,,1.0071,,,,
2025-09-22,,1.0254,,,,
2025-09-23,,1.0096,,,,
2025-09-24,,1.0224,,,,
2025-09-25,,1.0301,,,,
2025-09-26,,1.0008,,,,
2025-09-29,,1.0254,,,,
2025-09-30,,1.0405,,,,
2025-10-09,,1.0582,,,,
2025-10-10,,1.0282,,,,
2025-10-13,,1.0344,,,,
2025-10-14,,1.0053,,,,
2025-10-15,,1.0129,,,,
2025-10-16,,0.9995,,,,
2025-10-17,,0.9598,,,,
2025-10-20,,0.9709,,,,
2025-10-21,,0.9992,,,,
2025-10-22,,0.9895,,,,
2025-10-23,,0.9826,,,,
2025-10-24,,1.0199,,,,
2025-10-27,,1.0471,,,,
2025-10-28,,1.0503,,,,
2025-10-29,,1.0678,,,,
2025-10-30,,1.045,,,,
2025-10-31,,1.0193,,,,
2025-11-03,,1.0049,,,,
2025-11-04,,0.9895,,,,
2025-11-05,,0.981,,,,
2025-11-06,,1.0009,,,,
2025-11-07,,0.9886,,,,
2025-11-10,,0.9731,,,,
2025-11-11,,0.9561,,,,
2025-11-12,,0.9561,,,,
2025-11-13,,0.9687,,,,
2025-11-14,,0.9388,,,,
2025-11-17,,0.9452,,,,
2025-11-18,,0.9325,,,,
2025-11-19,,0.9322,,,,
2025-11-20,,0.9317,,,,
2025-11-21,,0.8844,,,,
2025-11-24,,0.8874,,,,
2025-11-25,,0.9213,,,,
2025-11-26,,0.9486,,,,
2025-11-27,,0.9447,,,,
2025-11-28,,0.9537,,,,
2025-12-01,,0.9616,,,,
2025-12-02,,0.958,,,,
2025-12-03,,0.9488,,,,
2025-12-04,,0.9511,,,,
2025-12-05,,0.9638,,,,
2025-12-08,,1.0003,,,,
2025-12-09,,1.0243,,,,
2025-12-10,,1.0248,,,,
2025-12-11,,1.0009,,,,
2025-12-12,,1.0061,,,,
2025-12-15,,0.9864,,,,
2025-12-16,,0.9659,,,,
2025-12-17,,1.0167,,,,
2025-12-18,,0.9959,,,,
2025-12-19,,0.9938,,,,
2025-12-22,,1.0361,,,,
2025-12-23,,1.0492,,,,
2025-12-24,,1.0715,,,,
2025-12-25,,1.0766,,,,
2025-12-26,,1.0743,,,,
2025-12-29,,1.0775,,,,
2025-12-30,,1.0743,,,,
2025-12-31,,1.0576,,,,
2026-01-05,,1.0886,,,,
2026-01-06,,1.0919,,,,
2026-01-07,,1.1082,,,,
2026-01-08,,1.0966,,,,
2026-01-09,,1.1041,,,,
2026-01-12,,1.1187,,,,
2026-01-13,,1.0865,,,,
2026-01-14,,1.0991,,,,
2026-01-15,,1.1145,,,,
2026-01-16,,1.1257,,,,
2026-01-19,,1.1307,,,,
2026-01-20,,1.1056,,,,
2026-01-21,,1.1305,,,,
2026-01-22,,1.1605,,,,
2026-01-23,,1.1531,,,,
2026-01-26,,1.1379,,,,
2026-01-27,,1.1594,,,,
2026-01-28,,1.1629,,,,
2026-01-29,,1.131,,,,
2026-01-30,,1.1375,,,,
2026-02-02,,1.0897,,,,
2026-02-03,,1.1148,,,,
2026-02-04,,1.0926,,,,
2026-02-05,,1.0695,,,,
2026-02-06,,1.0685,,,,
2026-02-09,,1.0957,,,,
2026-02-10,,1.0936,,,,
2026-02-11,,1.0893,,,,
2026-02-12,,1.1011,,,,
2026-02-13,,1.0913,,,,
2026-02-24,,1.1152,,,,
2026-02-25,,1.1326,,,,
2026-02-26,,1.1497,,,,
2026-02-27,,1.1341,,,,
2026-03-02,,1.1375,,,,
2026-03-03,,1.0944,,,,
2026-03-04,,1.093,,,,
2026-03-05,,1.1046,,,,
2026-03-06,,1.0977,,,,
2026-03-09,,1.0921,,,,
2026-03-10,,1.1263,,,,
2026-03-11,,1.1345,,,,
2026-03-12,,1.1288,,,,
2026-03-13,,1.1208,,,,
2026-03-16,,1.1231,,,,
2026-03-17,,1.0852,,,,
2026-03-18,,1.11,,,,
2026-03-19,,1.077,,,,
2026-03-20,,1.079,,,,
2026-03-23,,1.037,,,,
2026-03-24,,1.0629,,,,
2026-03-25,,1.0921,,,,
2026-03-26,,1.0824,,,,
2026-03-27,,1.0946,,,,
2026-03-30,,1.1003,,,,
2026-03-31,,1.0722,,,,
2026-04-01,,1.1013,,,,
2026-04-02,,1.0774,,,,
2026-04-03,,1.0806,,,,
2026-04-07,,1.0905,,,,
2026-04-08,,1.1566,,,,
2026-04-09,,1.1564,,,,
2026-04-10,,1.1847,,,,
2026-04-13,,1.1948,,,,
2026-04-14,,1.2316,,,,
2026-04-15,,1.2126,,,,
2026-04-16,,1.2421,,,,
2026-04-17,,1.2691,,,,
2026-04-20,,1.2772,,,,
2026-04-21,,1.2919,,,,
2026-04-22,,1.3205,,,,
2026-04-23,,1.2944,,,,
2026-04-24,,1.2973,,,,
2026-04-27,,1.3189,,,,
2026-04-28,,1.2971,,,,
2026-04-29,,1.3236,,,,
2026-04-30,,1.3269,,,,
2026-05-06,,1.3689,,,,
2026-05-07,,1.3872,,,,
2026-05-08,,1.3854,,,,
2026-05-11,,1.4289,,,,
2026-05-12,,1.432,,,,
2026-05-13,,1.4554,,,,
2026-05-14,,1.415,,,,
2026-05-15,,1.3879,,,,
2026-05-18,,1.396,,,,
2026-05-19,,1.4134,,,,
2026-05-20,,1.4381,,,,
2026-05-21,,1.3674,,,,
2026-05-22,,1.4223,,,,
2026-05-25,,1.4598,,,,
2026-05-26,,1.4566,,,,
2026-05-27,,1.4453,,,,
2026-05-28,,1.4814,,,,
2026-05-29,,1.4532,,,,
2026-06-01,,1.4029,,,,
